,overall,reviewTime,reviewText
304319,-1.0,2018,Trash
304320,1.0,2018,Kindle is good stuff.  New readable viewing pane is nice to use.
304321,0.0,2018,"Would rather use PDF on computer,"
304322,1.0,2018,I use this every day.
304323,1.0,2018,"Works well enough, on everything from a cheapo tablet to a full-sized desktop. Even got a Windows Phone version for the old beast."
304324,1.0,2018,"Kindle for PC is better than I expected it to be. My wife has a Kindle and I like my Kindle for PC more. Being on a PC it seems to be more powerful and I have a better connection to Amazon when I want to get a new book.  I also have a 24 inch monitor so I see more of the book at one time and can make the font as big as I need it.

If you want a complaint all I can say is that my PC (a desktop PC) is not quite as portable as a Kindle. And I would need a really long cord. But that is okay because I also have Kindle on my smart phone."
304326,1.0,2018,Okay application.
304327,-1.0,2018,TERRIBLE for navigation for learning. And why would you read a book on the PC unless you were learning something. I don't like that it doesn't let me see the start and end of the page I'm on so I know I've gone to the next page when navigate there. The copy interface is horrible. No useful keyboard shortcuts. Super crappy
304328,0.0,2018,"I really don't like it, because I cannot use Text To Speech with it, but I don't want to give it less than three stars, because it is a nice program. I much prefer Bookshelf from Vital Source for eReader. But Amazon is such a great company--I'm sure they will improve the Kindle for PC!"
304329,1.0,2018,What else can be said? Everyone needs to have this on their computer!!
304330,1.0,2018,Great App and great reading source
304331,1.0,2018,I down loaded so we can read on any screen
304332,1.0,2018,"At the tender age of seventy, it is much easier to view books on my monitor. Additionally, if I am using a book for research it makes it so much easier to copy material to my Mac for future reference. Smooth download and my library instantly pops up on my screen when I open the Kindle App."
304333,0.0,2018,Doesn't work on iPad 2
304335,-1.0,2018,Magazines will not work on Imac
304336,1.0,2018,Works like a charm!
304337,1.0,2018,Excellent product and works great. Downloaded all my books rapidly and easy access
304338,1.0,2018,"I love being able to read my books on my computer or phone.  The only problem is that my first Kindle died, so I got another.  Which I dropped and smashed the screen, so I got another.  Which just turned off one day and wouldn't come back on.  So, I got another.  My old computer died, so I got another laptop.  When I tried to put this app on my new computer the screen told me I had too many downloaded.  I'm not sure how to get rid of my old downloads because, when I bought my final Kindle Amazon called it my 2nd Kindle, which I had already thrown away.  Now I'm not sure which download to cancel."
304339,-1.0,2018,This will not open or eject and my old Kindle was also not working on my Mac
304340,1.0,2018,Works well. Very few D A O issues
304341,1.0,2018,The convenience of havin it on my desktop
304342,-1.0,2018,Though I was told to download this program by 3 separate Amazom employees it did not work on my Surface. Very unhappy with Amazom overall and rarely find resolution to my issues other than one person that really went above and beyond when I was being charged for videos that I was supposed to have access too.
304343,1.0,2018,works great I have been reading again now that I can see the type and this has the ability to adjust font sizes.  I am greatly pleased.  And the price is awesome.
304344,1.0,2018,I can always have my books with me
304345,1.0,2018,AAA+++
304346,1.0,2018,What is there to say? It downloaded and installed with no problem.
304347,1.0,2018,Works great but I can't swap dictionaries.  If they would fix that it would be as good as the standalone Kindle.  I use the Kindle to practice Spanish and the one way dictionary it uses is a little limited. Highlighting a word and getting the English translation is very helpful. You could use Google and jump out of the program but that is not a good solution since it breaks your train of thought.
304348,0.0,2018,This is for every kindle app. They don't synchronized together like they should. If you upload a book for example on the pc and start reading what you expect is to continue reading on another decive. Or at least that would be the best thing you could try to do.
304349,1.0,2018,Love it
304350,1.0,2018,It didn't really have the download!
304352,1.0,2018,It works very well.
304353,-1.0,2018,"I bought a music book that has an audio component. I had to download the audio separately. It's 2018. Multimedia should be incorporated into the eBook. The app works fine, but I had to turn off the notifications as there are way too many."
304354,-1.0,2018,"The Kindle AP for iPad Deserves zero stars.  There is no way to navigate if you are in a book.  Cannot get back to the beginning or to a table of contents or switch books.  Cannot  sort books by reader, and a home screen should list readers and THEN load their library.  Sucks big time."
304355,1.0,2018,I love the app. What's to say
304356,-1.0,2018,"Its not working anymore, can't even download on my computer, wth!"
304357,-1.0,2018,Could not get it to upload
304358,1.0,2018,"The only way available to read my library of over 7,000 Kindle books other than the Android app that isn't very good."
304360,1.0,2018,Use this daily and it works well for reading e-books.
304361,-1.0,2018,"Text-to-speech is awful.  It is extremely slow, and there are no easy ways to make adjustments to the speed of it.  I am a doctoral student and have been using a PDF text-to-speech reader for dense academic journal articles, which has improved the rate that I read them, as well as my retention, tremendously.  I thought buying and reading a textbook in electronic format would be just as efficient, but instead it's unusable.  Since the Kindle return policy is only 7 days, which I wasn't aware of, I can't refund it (it's only been 11 days).  Now I will have to pay double for the same book in physical format."
304364,1.0,2018,It's a kindle reader. I use it to read. It works great.
304365,1.0,2018,great
304366,1.0,2018,"I only have one problem with this app. Every time I try to highlight something, it takes me several times to get it done, IF it will get it done. Other then that I have no problems with reading with it."
304367,-1.0,2018,This app crawl on my Inspiron 7559 but it perfect on my S9+. I'm trying to read study with my laptop version and this is causing me a lot of issues.. I know Amazon isn't know for software but they need to do better than this.
304368,1.0,2018,good deal
304369,1.0,2018,"Works well for me. I like the multi-column option on my laptop, so that it takes better advantage of the wide screen. Does what it is supposed to do."
304370,1.0,2018,Great selection & easy to use.
304371,-1.0,2018,can't get it to work.
304372,1.0,2018,Love it!
304374,1.0,2018,works well
304375,1.0,2018,Love my kindle books.
304377,-1.0,2018,Stupid! Doesnt load book. It just lists them and I cant reed them! Stupid app!
304378,1.0,2018,I'm never without all the books I love!
304379,-1.0,2018,I can't get this to work on my Microsoft Surface.  What will work to read Kindle books?
304380,-1.0,2018,"horrible on iMac. the scroll button is too sensitive and there is no option to not use the scroll button to scroll threw pages. going back and fourth from one page to the other it seems to remove things and i have to find it again. It also cant find a good place to put a picture so it just says ""hay ill split it in 2 or 3 and put it here and here"". sometime randomly places picture and cant actaully read it. i have to scale and rescale it depending on the picture. kindle on iMac is not a comfortable ready app i end up using my iPad to read kindle."
304381,1.0,2018,Easy load.  Clean look. Rapid page turning. M
304382,-1.0,2018,"Does not function at all.  Can't remove anything from library, won't upload books.  Worthless"
304383,1.0,2018,Awesome to have my books with me wherever I go...
304384,-1.0,2018,Lie! Spyware! Not what was promised. Furious at the deceit!
304385,1.0,2018,Easy to use. A great APP for me to download on any device.
304386,1.0,2018,Easy to understand and use and the on-line expert really works! It has caught several bits of annoying adware and a virus.
304387,-1.0,2018,It would not download right and i still can't get it to work.
304388,1.0,2018,I now have access to all the books I downloaded in previous years on other devices. Works great.
304389,0.0,2018,"Amazon has a handy button in orders for digital orders. This doesn't show up there. I shows up in something called ""software library"" and there's no direct way to get to this that I can find. For a company that hosts a huge percentage of Literally The Entire Web, the Amazon web site is shockingly terrible."
304391,1.0,2018,Nice improvements over the previous version
304392,-1.0,2018,Can't download this software on my new HP desktop.
304393,1.0,2018,Great book.
304394,1.0,2018,love the application for reading on my pc.
304395,1.0,2018,Works great!
304396,1.0,2018,Great
304397,-1.0,2018,I use the Kindle with college textbooks ... but the Kindle for PC does not sync. Neither in the Kindle Cloud Reader. Disappointing. It's possible only for books from Amazon.
304399,1.0,2018,ok
304401,1.0,2018,Works great in Windows 10
304402,1.0,2018,"This has run for a long time with no issues. For the last week I cannot get it to work. Have tried reloading it, uninstalling and reloading it all to no avail in windows 10"
304403,1.0,2018,I love my Kindle
304404,-1.0,2018,"I downloaded this product and bought a Kindle book, but could not get the ""Kindle for PC"" app to actually open the book.

I wasted good money on a Kindle book for this reader.  Complete junk.  And now Amazon won't refund the money I spent on the book.

Bad app, and shame on Amazon."
304406,1.0,2018,Great!
304407,1.0,2018,Good app
304408,1.0,2018,Good App.
304409,1.0,2018,nice app
304410,1.0,2018,"If you have an iPad and love to read, you are going to love this app. Ease of download and ease of use is outstanding. I thought I would miss having a book and turning the pages. Of course, you just turn the pages differently. LOL

Your savings on digital books over paper books is outstanding and even better I can order on demand and have it in MINUTES!

Amazon has a great collection that is available and most of their reviews are dead on. Love it!"
304412,-1.0,2018,"I have a kindle, but prefer to read on my iPad mini.  I've had the kindle app on it for several years and had no issues at all.  This latest update, with the new look, is awful.  Could be just me, but I can't easily see the books that are on the cloud, and the app is constantly freezing.  Not when I'm reading, but when I want to scroll through my books.  I hate it.  Please, let me go back to the old version"
304430,1.0,2018,Am loving this app.  Love to be able to read my Kindle books from my phone on-the-go!
304432,0.0,2018,It won't open on my computer for some reason. My computer is up to date.
304433,1.0,2018,Awesome!
304434,1.0,2018,I can use the kindle feature on my PC. What's not to love?
304435,-1.0,2018,"Horrible, I cannot believe it does not allow you to zoom in on images. I used to have a laptop 15'' and now I upgraded for a surface pro. Guess what? Now I cannot read my music books anymore. The music sheets are way too small and no way to zoom in on them. Every single app I have has this function. It is an absurd that Amazon did not add it, there are complains from 2013 about this and still have not be fixed it. Instead they ask us to send a feedback to every single publisher about the format of the images. An absurd. I will ask for a refund for every single book I purchased and I will buy the nook version of them."
304436,1.0,2018,Does exactly what you would want it to do.
304437,1.0,2018,Great download.  Works perfectly.
304439,1.0,2018,I do enjoy Kindle downloads.
304450,1.0,2018,good
304451,1.0,2018,It does all it says it does.
304452,1.0,2018,Solid software.  Works as you'd expect.
304453,-1.0,2018,"It is a disappointment to find that the Kindle for PC doesn't accommodate Amazon Business Accounts. We thought it was our PCs and Macs, but after communicating with the online chat representative it turns out that Kindle for PC doesn't allow seamless log in for Amazon Business Accounts as it does from an Amazon personal account (which by the way did actually did work).

It would get zero stars but that is not an option. So let it be said that the one star is because it at least works for personal accounts. Although if you're looking to have it read you audio, you will need to see how to rig that up in your computer or better yet just sync your phone / tablet with the Kindle App to a Bluetooth speaker and scrap the use of the PC download all together.

comp735 LLC. utilizes Kindle to do book reviews on Kindle and Audible books, so we're not interested in having 2 Kindle Unlimited subscriptions (one business; one personal)  just so that the PC download can be utilized. For all the technological brainiac ideas this company has. It's a shame that the long thought after the fantastic short thought of having a great option like Amazon Business, falls so short of expectation.

Once someone contacts us to let us know that you have corrected this we will try this out and see if it is worth adding any more stars to the review. For now it's a fail."
304454,0.0,2018,I like it when it stays downloaded
304455,1.0,2018,great!
304457,1.0,2018,OK
304458,1.0,2018,this allows me to read the rare books i order on line it works perfect with both my motorola phone and my pc's i even have a copy i used on my Ipad thingy for reading books for school
304459,1.0,2018,"So Far, So Good"
304490,1.0,2018,Works well on my Windows 10 2-in-1 for reading
304491,1.0,2018,Perfect for my phone for when I am on the go!
304492,-1.0,2018,There was nothing saying that this was a subscription! I believe this was false advertising. Was very disappointed.
304493,1.0,2018,Love the easy excess to books. I love to have the book in hand but this is more convenient
304494,-1.0,2018,tried to download it to my Surface and didn't work
304495,1.0,2018,It's absolutely wonderful. I give my highest recommendations
304496,1.0,2018,Now I can use my PC also.
304497,1.0,2018,"Work in a library, but don't know what I would do without this app. JB"
304498,1.0,2018,I really like that I can open my study materials and e-books on pc.
304499,1.0,2018,"The Kindle for PC has been perfect for me. Every book I have bought or rented has downloaded perfectly. and very fast.  I really like the dashboard for the features it has, ie library which shows which books I've read or yet to read as well as download progress for a new book.  The book page loads immediately and fits perfectly on my screen with easy page turn forward or backward.  When I want to continue the book I'm reading after using my PC for other browsing Kindle will immediately go to the last page read or I can go to the dashboard and select other pages from the book or select another book."
304500,-1.0,2018,I don't see the point of Kindle for PC. I can never read any of my books on it. It's registered but my library isn't recognized. I can't find any way to get the books to show up on it.
304501,1.0,2018,Love it.  Highly recommend it.  My pc had crashed. So I needed to get another Kindle for PC down load.
304502,-1.0,2018,"Kindle for PC is as bare bones as you can get. Most of the ""features"" are greyed out and unavailable. That includes the latest version 1.23.1. New fonts! NOPE, not for kindle for PC.  New 2 column option! NOPE, not for kindle for PC. Oh, you used to enjoy using the text to speech option? Guess what, that's now broken too!! I spent a half hour in a chat window with an Amazon rep today. Their comment was maybe the next version will fix it?!  My bet is it will continue to get worse. Every single version has continually been the same or worse. Amazon how about you let me export my PDF out of crappy kindle!! It is my book isn't it?"
304503,1.0,2018,"Easy and quick. IT's great because it syncs all my stuff from my phone's app and I can use it on the computer too! However, it doesn't always sync to exactly where I left off on my phone to the computer or vice versa."
304504,1.0,2018,I LIKE IT
304505,1.0,2018,Works great!
304506,1.0,2018,I love this app.  I have it on all my Apple devices.  I read a lot and love having access to all my books.
304507,1.0,2018,The kindle for my pc is the most amazing app ever thank you.
304508,1.0,2018,Love this app.
304509,1.0,2018,I use this all the time.
304520,1.0,2018,My ey site is declining so being able to read on my computer is a real plus.  Great item.
304521,1.0,2018,I had to upgrade my Kindle for PC for a new computer. I find the software very useful in organizing all my Kindle books.
304522,1.0,2018,It is very easy to use.
304523,1.0,2018,"ok, don't read much"
304524,1.0,2018,This is the one app on my computer that I am lost without.  I love this app.
304525,1.0,2018,Allows what I have read on my tablet to appear on the same page on my computer.
304527,1.0,2018,Like to download so I can read.
304528,1.0,2018,So far have had no problem with any devices put on.
304529,0.0,2018,"I like having the ability to read my books on my lager PC/laptop screen, however, when I have completed a book and intend to review, this feature is not available.  It would get higher marks if it truly functioned like the iOS and Android apps."
304550,1.0,2018,Makes reading fun again
304551,1.0,2018,Love to be able to read on my phone or go from computer to phone or vise versa and never miss a beat!
304552,1.0,2018,"It's the best reader that comes with prime. I was having trouble after I received a new update. The speed control on the reader had no speed control and the new update had the speed of the reader turned all the way up. So, after calling Kindle they mailed me the setting that were not added in the help section or any section of the Application. Enclosed are the manual controls one can use from the keyboard.
  Your Account
Amazon.com

 Message From Customer Service

Hello,

Toggle Text-to-Speech  Ctrl, T
Pause or resume reading  Space bar (while in a book)
Read the previous sentence  Ctrl, Shift, Up arrow
Skip forward one sentence  Ctrl, Shift, Down arrow
Increase speech rate  Shift, +
Decrease speech rate  Shift, 
Toggle continuous reading  Ctrl, Shift, C

Thanks.

Best regards,
Paola C

Amazon.com"
304553,-1.0,2018,"If you are using this app, there is one very important note.  To make it usable, you must hover over the edge of the reading area to make it wider.  If you don't, as other reviews have pointed out, the reading area only covers 1/3 of the screen.  This is not at all obvious.  I am still very disappointed with the quality of this app but at least I have come off the cliff.  I was infuriated for about 20 minutes until my wife saw the cursor change.  I am quite surprised that Amazon would put out such a poorly designed program.  It has certainly shaken my confidence in their commitment to their customers."
304554,-1.0,2018,"worked,, then stopped,, reloaded,,, worked,,, today it updated.... yep,,, won't work.... stinks,, finally was able to get original version working,, after deleting newer version,, I have windows 10.  It took me 6 days to figure it out..."
304555,1.0,2018,Awesome app! Easy to use with great features. Maybe I missed it but can't seem to locate a function that increases page size to read some diagrams. This would be an excellent feature to include in an already great product.
304556,-1.0,2018,It will not allow me to open my books on this download.  Still trying to figure out how.
304557,1.0,2018,Works great on my new laptop.
304558,1.0,2018,I love my Kindle.
304559,1.0,2018,"I have adjusted to the change , but , do not know why it was necesary.
Certainly the thumbnail is prettier , but the system of showing ""more like"" is just a pest , especially if one does not particularly
like the book one is reading.
I have already written about many of the books on the listed and have forgotten some and deleted others so this quiz is in some cases years late."
304580,0.0,2018,Looks good but was never able to download.
304581,1.0,2018,great benefit of amazon/love it
304582,1.0,2018,works
304583,-1.0,2018,could not get it to download magazine.
304584,-1.0,2018,"I receive a lot of ARCs (advance reader copies) of books which come through as ""documents"". Unlike on my phone or tablet, I am unable to read those on Kindle for PC."
304585,0.0,2018,It is OK.
304586,-1.0,2018,The best feature of this app is the ease of getting it. Thats it. Nothing about this app actually functions. I got it to download the contents of my relatively new (16 months) Kindle Fire. It was acting slow. I could not get the app to download anything from my Kindle. Please save yourself a lot of aggravation and avoid Kindles and this app.
304587,1.0,2018,Handy
304589,1.0,2018,Love Love Love it! Orders arrive promptly and I do not miss the actual book in my hand. I find the whole experience a joy!
304600,1.0,2018,"It is so convenient, to be able to read books on my phone. I love it!!"
304601,1.0,2018,It Keeps track where I left see off in my reading. A Great applic!
304602,1.0,2018,"The app works well, offers dictionary, easy access to navigate within the book. Remembers last reading position when switching between reading devices (mobile, computer and tablet)."
304603,1.0,2018,It's Kindle from Amazon. It's great. What else can I say?
304605,-1.0,2018,Hate Hate Hate this app.  And I never give 1 stars.  Man this app makes me angry at amazon.  I usually am such a super positive person.
304606,1.0,2018,"Love it! It's great to have a handy way to read books; even better, it's a free app. I have been using it for many years and it has always performed perfectly."
304607,1.0,2018,Works as you expect.
304608,1.0,2018,having a lot of trouble logging in but that's mine or Kindles fault
304609,1.0,2018,I love this kindle.  It is my go to device.  The size is great.  Speed is fine.  Sound is by far better than any other kindle I have had beforehand.  I highly recommend it.  I have had four Kindles before this.
304620,1.0,2018,"I love using Kindle for book reading. I'm trying to eliminate clutter, and I'm sort of a book horder, so this is the answer for me It also makes it available for my tablet."
304621,1.0,2018,"I really like the Kindle for PC app. I have no problems or frustrations. I have a small wish list but no big issues:

I wish I could change the colors of the app.
I wish there were more highlighter colors.
I wish there were more font options."
304622,1.0,2018,love
304623,1.0,2018,Works great
304624,1.0,2018,Great to have on my PC and smartphone. PC can read text-to-speech. Not possible on smart phone.
304625,1.0,2018,Great app for your desktop pc!
304626,1.0,2018,Great
304627,1.0,2018,Great!!!!!
304628,-1.0,2018,idownloaded several time it does not work and i have lots book purchased that i can not use and there not  any help
304629,1.0,2018,Use it all the time.
304641,1.0,2018,I love the kindle app for reading books.
304642,-1.0,2018,"One star for me also. Kept 'saying' that I had to enable cookies for it to work. I turned off every single Firefox add-on that I have; even turned off my anti-virus and still would not work. Chatted for some time with 3 different agents, and at the end all he typed was remove it and re-intall. No thank you."
304643,1.0,2018,I love it.
304645,1.0,2018,The best
304646,1.0,2018,App works great on Win10.
304649,1.0,2018,"The computer software works faster and better on a PC and includes more functionality, faster searches and better readability."
304650,1.0,2018,Love It!  I don't see well due to cataracts and this is just great for me.!  Easy to use.
304651,1.0,2018,I bought this for my 4 year old grandson.  Excellent first computer.
304652,-1.0,2018,"If you have two-factor authentication set up on your Amazon account (which everyone should!), the login screen hangs and refuses to log you in, even when choosing one of the alternate verification options. Bravo, Amazon."
304653,-1.0,2018,"Kindle for PC
As a very senior citizen I just want to be able to interface between my kindles and laptop to have a bigger viewing screen for videos.
Why do you all have to make everything so complicated"
304654,1.0,2018,Easy to install and use!
304655,1.0,2018,Kindle for PC works for me when my kindle needs recharging I opt. to read on my PC so I don't have to wait.
304656,1.0,2018,makes convenient to read when you forget actual book at home :)
304658,1.0,2018,"Love it, waited too long to get it"
304659,1.0,2018,"it worked well. I haven't used it much, but so far the experience has been good."
304670,-1.0,2018,"I normally try to avoid being rude, but this app is ridiculously useless. The only thing I liked is my book covers are bigger on my laptop than my Kindle 10.

It gives you the option to import collections, yet it won't allow you to import collections.  But, when you contact customer service for assistance, you are told that the option to import collections does not work in the app for the PC. When you ask why Amazon can't get the Kindle app for the PC to work with collections, but the Kindle app for my android has my collections and it syncs with my Fire 10, you get ""I will pass it along to our developers"".

I am not a developer. My question is, can the developers who work on the app for Android and iPhone, get together with the developers that work on the app for the PC for Windows 10, and figure out something?  Every time I upgrade my OS, I download the Kindle app, expecting it to be better and it never really gets better.  I don't understand why.  I guess I expected more from Amazon.  I don't HAVE to use this app.  The one on my phone works fine, and I have my Fire.  It is so disappointing that they can't do any better. Maybe others have more success than me with the Windows app for PC.

Actually, I also kind of miss the carousel  feature they had included with my Windows 8 laptop.  That proved to be a lifesaver for me.  I have a ton of books, and had to do a hard reset on my Fire once.  It wiped out everything I had set up. I was able to recreate my TBR list because of the carousel on my laptop.  Maybe one day I will get both the carousel, and my Collections will sync."
304671,1.0,2018,I like the kindle reader much better than ebook or overdrive.  It seems more intuitive to use and book like when I'm reading.
304673,-1.0,2018,Did not work on desktop PC
304674,1.0,2018,"Love it! My Kindle Fire (first generation) Finally died. But I have the kindle app on every digital media I own. Iphone, table, lap top etc. Can't go without my get away time from the day to day grind!"
304675,1.0,2018,"To the development team.

When using Text-to-Speech, would you please change how the ""Read the previous sentence"" (Ctrl, Shift, Up arrow) keyboard shortcut behaves. Currently when I am reading a sentence and use the shortcut, it doesn't skip to the beginning of the current sentence I am reading, instead, it skips to the beginning of the sentence prior to the current sentence.

Also, would you make an option to choose whether the mentioned shortcut skips sentences or paragraphs. I would prefer to skip forwards/backwards by paragraphs, not sentences.

Kind regards."
304676,1.0,2018,I can read the same book from my pc and my mobile phones. There are so many great books and I like to visit kindle. Thanks for this great app!
304677,1.0,2018,Excellent reader for my various devices.
304678,1.0,2018,Nice to be able to have  a larger screen to read Kindle books on.
304679,1.0,2018,I'm loving this so far.  I find it easy to use and very entertaining.
304690,1.0,2018,Love this app even tho I love holding a book in my hands
304691,1.0,2018,Best program
304692,1.0,2018,"If you don't have a Kindle tablet, this is the way to go."
304693,1.0,2018,Excelente aplicacin
304694,-1.0,2018,It took my library. Blamed apple op system.
304695,-1.0,2018,"I downloaded this on my Microsoft Suface Book 2 (Windows 10), and it sucks! It doesn't function the same way the Kindle app on my ipad does, and makes the book formatting all weird with no way to adjust it. It just isn't compatible with my Surface Book, which is a huge bummer."
304696,1.0,2018,all your books here
304697,0.0,2018,It is Ok
304698,-1.0,2018,It won't load properly on my PC.  I'm disappointed but will continue to use Kindle on my iPad and my Paperwhite.  Maybe it's a Microsoft issue?  It would be nice to have my books on my PC.
304699,1.0,2018,Works on Windows 10 Desktop
304720,1.0,2018,"I downloaded this for my laptop.  I also have the smartphone version and one on my desktop.  Since I did that, I find that I am doing a lot more reading."
304722,1.0,2018,"This had been a faithful reader on all my Windows devices, phone, PC, laptop, for many years, then the latest update to Windows 10 made it stop completely.  After a 2 hour phone session with Kindle support yesterday, we concluded there was no immediate solution to getting my Kindle software to register to my Amazon account.  So we'll wait for the Kindle software update to remedy this, or the Windows update to solve their abandonment of Amazon. Meanwhile the Amazon Cloud feature will allow anyone to read their books outside the Kindle app."
304723,1.0,2018,"I am on the go and although I love to read, I don't seem to have the time.  By loading a Kindle book to my lap top and mobile phone I can read anywhere during downtime...doctor's office visits, after lunch, etc. I have also joined Audible, but I am a bit confused at the link between a book that has a computer talking and the human reader version. I would like to be able to sync the books I purchase with both human audible texts and reading the books.  This would add an additional feature of being able to pick up where I left off reading the book and being able to listen to the book in the car."
304724,1.0,2018,Works great! I can read my Amazon books on any device!
304725,1.0,2018,Great pic app. Works on Windows 7 perfectly.
304726,-1.0,2018,"It doesnt seem to work correctly with their two factor authentication, so I couldn't use it at all."
304727,1.0,2018,"Excellent app! Have it on my phone, tablet, and computer!!!!"
304728,1.0,2018,Great product ....
304729,1.0,2018,"Great original book for the SciFi series ""The Expanse"" but better.  More store development is nice."
304740,1.0,2018,"Easy as pie to sign up.  If I can figure this out, anyone can.  Love it."
304741,1.0,2018,Excellent
304742,0.0,2018,its ok
304743,-1.0,2018,Kindle for pc no longer works on my windows 7 laptop. Big disappointment.
304744,0.0,2018,Never could get this to work.
304745,1.0,2018,Easy to use. Great for Android too.
304746,1.0,2018,"Love having the pc version of the app. Works very well and if preparing presentations, I find it more suitable to use this version than kindle on my phone or tablet."
304747,1.0,2018,It works.  It could use some upgrading.
304748,1.0,2018,use it
304749,-1.0,2018,I love to read and it doesn't work.
304759,-1.0,2018,"The snafu is the two-stage verification.  Thus far, I have gotten six codes for verification (SIX!) and the message comes back
for each one that it is ""not valid.""  On one phone ending in -204, the codes given to me were:  347061; 587252; 765192; 646541.  On a second phone ending in -948, the codes given to me were:  013973; 115336.  After this sixth attempt, I see no hope.

Lois Eveleth"
304760,1.0,2018,"I am happy with being able to use my kindle. However, I have been trying to use my credit balance to buy some books. For some reason the purchase is not going through. I am getting upset about it."
304761,1.0,2018,as described
304762,1.0,2018,Many days of pure enjoyment using this app for spending time with some of my true friends....... from the books I read.
304763,1.0,2018,performs perfectly.
304764,1.0,2018,"Love my Kindle! Especially, with the Amazon Prime free book a month!"
304765,1.0,2018,what's not to love
304766,1.0,2018,Amazon has done a great job. Our family has 7 kindles. I still can't figure out how I can read to a certain point on one kindle and the others will all be able to pick up where I left off.
304767,1.0,2018,Works great.
304768,1.0,2018,I would like an easy way to delete books from my kindle
304789,1.0,2018,Useful ebook to take with you everywhere you go!
304790,1.0,2018,I love kindle I have almost 600 books on it and I read and reread my favorites over and over
304791,1.0,2018,It is very good
304792,0.0,2018,COULD NOT DOWNLOAD THE WHOLE BOOK.
304793,1.0,2018,The Kindle App for Apple iPad was extremely easy to download and use.
304794,0.0,2018,"I am having difficulty viewing purchased materials from 2 different Kindle accounts (family account and personal account) on the same device.  I still don't know how to do this.  Frustrating, but the app works well for the materials I am able to read."
304795,1.0,2018,Allows me to take my library with to read whenever I have time; even on a trip or setting out a appointment
304796,0.0,2018,Clunky and not as nice to use as the ipad version.
304797,1.0,2018,It is easy to use.
304798,1.0,2018,I love my kindle and I love being able to access my books when I do not have access to my kindle.
304819,-1.0,2018,unable to change font size!!!!
304820,1.0,2018,"I have not finished this book, but I am loving it.  I have always thought I was intuitive, but this is helping me to be much more in tune.  I absolutely love how real and honest the author is.  Thanks Michael Basch, can't wait to read more!!"
304821,-1.0,2018,Chair was broken box was ripped open.
304822,1.0,2018,"I love my kindle...on my IPhone, on my PC and on my kindle"
304823,0.0,2018,"A little disappointed. I understand the concept of Kindle...read books electronically. I downloaded this because I had gotten free copies of quite a few coloring books for Kindle. I wanted to print a few pages from different books, but can't find a way to do it. While they are listed on my Amazon account, I can't find evidence of them on my pc after I downloaded them. What good is a Kindle copy of a coloring book? Sure it will be great for reading books....just disappointed."
304824,1.0,2018,I like ir because it's easier to read tan in tje tablet. What I don't like is that it doesn't have the green paper format. That one is comfortable for my eyesight.
304825,1.0,2018,As expected
304826,-1.0,2018,"Overthinks, overexplains basic human drive.
Repeats a few ideas continuously.
Mostly fluff and filler.
You could read the first few pages and skip the rest."
304828,-1.0,2018,"Works fine on my desktop. Tried reinstalling multiple times with no luck. I tend not to carry my desktop around, so it really sucks that the app has issues on my laptop. I prefer the different color highlights for color coded notes on the app vs only one option on the cloud reader."
304840,1.0,2018,This is a MUST HAVE for computers and IPads.  It has been a lifesaver for me after I developed macular degeneration.
304841,1.0,2018,I really love it.
304842,0.0,2018,"I read a lot.  This app needs a significant amount of work before I consider if even mediocre.
Yes, It displays books.  Needs some work on UI, display, contrast options.
No, it does not provide any reasonable method for organizing a large collections of books.
Finding books is not too awful when you have under a hundred.  Anything more is just a joke."
304843,1.0,2018,Glad to have it on my PC so I can print out recipes when I order cookbooks. Very handy!
304844,1.0,2018,love it
304845,-1.0,2018,How to download amozan kindle ebook to pdf?
304846,1.0,2018,No problem downloading or installing.  Works great!
304847,1.0,2018,Free APP for eBooks
304848,1.0,2018,Very satisfied
304859,1.0,2018,Works fine.
304860,-1.0,2018,"I recently bought a new computer and wanted to transfer my Kindle ebooks over. I have downloaded the Kindle for PC running Windows 10. I cannot Register the software. After entering email address and password, it simply takes me back to the registration page."
304861,-1.0,2018,Too many problems with win10 and no longer works with my iPad mini or Galaxy10.1
304862,1.0,2018,"With this installed an my PC, I now have the ability to read all of my content from any of my devices. I like the flexibility of being able to do just that."
304863,1.0,2018,This has been great when reading books with my kids as it's easier for them on the computer and I would prefer they not get too used to using phones or tablets even if it is for reading.
304864,1.0,2018,Love reading with this
304865,1.0,2018,"I have used this product for several years now, I had to re-install it when I upgraded to a later version of Windows 10 and I really missed it. My grand-kids use the reader a lot too. You can find a lot of books online that are very reasonably priced...Some even FREE..Can't beat that. I would recommend this product to anyone who likes to read books on the computer. Thank you Amazon for this perk."
304866,1.0,2018,Works well on Win 10
304867,1.0,2018,love my kindle
304868,1.0,2018,Love this ap
304889,1.0,2018,Worked wonderfully.
304890,1.0,2018,Yep
304891,1.0,2018,It works as expected and easily upgraded my previous version without any problems.
304892,1.0,2018,Useful for audio or reading.
304893,1.0,2018,"Well written, easy interesting read"
304894,0.0,2018,"I like the Android GUI Much better, just click on LIBRARY and all my organized collections show up."
304895,1.0,2018,Like
304896,1.0,2018,Great for books on the desktop
304897,0.0,2018,"The product is very simple to use and works great for regular print book. However, I am unable to zoom in more than full page while reading a graphic novel. As the print can sometimes get small, this is annoying. I find I need a magnifier at times to read.

Stranger still is that I can import a PDF and zoom to my heart's delight. But not  graphic novel bought and downloaded from Amazon.

This product is installed on my MS Surface."
